title;description;artist;culture;country;teaserText;url;image;regularImage;largeImage;date;Century;medium;simplified mediums;accessionNumber;galleryInformation
"The Ram, Chapelain of the Lion, Gives the Benediction to Renard before His Depature for Rome from Hendrick van Alcmar""s Renard The Fox";Allart van Everdingen (Dutch, Alkmaar 1621–1675 Amsterdam);Allart van Everdingen;;;Allart van Everdingen (Dutch, Alkmaar 1621–1675 Amsterdam) Date: 1650–75 Accession Number: 62.650.8(35);/art/collection/search/429608?&ao=on&ft=Rooster&offset=200&rpp=100&pos=263;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP837722.jpg;dp/web-additional/DP837722.jpg;dp/web-large/DP837722.jpg;1650–75;17th century;"Engraving; third state of four";Engraving;62.650.8(35);Not on view
"Renard Asks for Confession from Hendrick van Alcmar""s Renard The Fox";Allart van Everdingen (Dutch, Alkmaar 1621–1675 Amsterdam);Allart van Everdingen;;;Allart van Everdingen (Dutch, Alkmaar 1621–1675 Amsterdam) Date: 1650–75 Accession Number: 62.650.8(26);/art/collection/search/429578?&ao=on&ft=Rooster&offset=200&rpp=100&pos=264;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP837713.jpg;dp/web-additional/DP837713.jpg;dp/web-large/DP837713.jpg;1650–75;17th century;"Engraving; third state of four";Engraving;62.650.8(26);Not on view
Commemorating the Vote of March 16, 1830;Medalist: François Augustin Caunois (French, 1787–1859);François Augustin Caunois;French;France;Medalist: François Augustin Caunois (French, 1787–1859) Date: 1830 Accession Number: 1993.405;/art/collection/search/208162?&ao=on&ft=Rooster&offset=200&rpp=100&pos=265;https://images.metmuseum.org/CRDImages/es/mobile-large/ES3878.jpg;es/web-additional/ES3878.jpg;es/web-large/ES3878.jpg;1830;19th century;Bronze;Bronze;1.993.405;Not on view
Essempio di recammi, page 13 (recto);Giovanni Antonio Tagliente (Italian, Venice ca. 1465–1528 Venice);Giovanni Antonio Tagliente;;;Giovanni Antonio Tagliente (Italian, Venice ca. 1465–1528 Venice) Date: 1530 Accession Number: 35.75.3(25);/art/collection/search/659426?&ao=on&ft=Rooster&offset=200&rpp=100&pos=266;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP364587.jpg;dp/web-additional/DP364587.jpg;dp/web-large/DP364587.jpg;1530;16th century;Woodcut;Wood;35.75.3(25);Not on view
Incense Box;;;Japan;Japan;Date: 18th century Accession Number: 93.1.42a, b;/art/collection/search/62629?&ao=on&ft=Rooster&offset=200&rpp=100&pos=267;https://images.metmuseum.org/CRDImages/as/mobile-large/16202.jpg;as/web-additional/16202.jpg;as/web-large/16202.jpg;18th century;18th century;Clay covered with glaze, the paste showing through (Awata ware);Clay;93.1.42a, b;Not on view
Coffer in Nanban (Southern Barbarian) Style;;;Japan;Japan;Date: 18th century Accession Number: 1991.408;/art/collection/search/45383?&ao=on&ft=Rooster&offset=200&rpp=100&pos=268;https://images.metmuseum.org/CRDImages/as/mobile-large/1991_408_F01.JPG;as/web-additional/1991_408_F01.JPG;as/web-large/1991_408_F01.JPG;18th century;18th century;Black lacquer on wood with gold painted design;Wood;1.991.408;Not on view
Knife Handle (Kozuka);;;Japanese;Japan;Date: 16th century Accession Number: 29.100.1114;/art/collection/search/34524?&ao=on&ft=Rooster&offset=200&rpp=100&pos=269;https://images.metmuseum.org/CRDImages/aa/mobile-large/29.100.1114_001AA2015.jpg;aa/web-additional/29.100.1114_001AA2015.jpg;aa/web-large/29.100.1114_001AA2015.jpg;16th century;16th century;Copper-gold alloy (shakud?), gold, copper, copper-silver alloy (shibuichi);Copper;291.001.114;Not on view
Knife Handle (Kozuka);;;Japanese;Japan;Date: ca. 1615–1868 Accession Number: 29.100.1164;/art/collection/search/34574?&ao=on&ft=Rooster&offset=200&rpp=100&pos=270;https://images.metmuseum.org/CRDImages/aa/mobile-large/29.100.1164_001AA2015.jpg;aa/web-additional/29.100.1164_001AA2015.jpg;aa/web-large/29.100.1164_001AA2015.jpg;ca. 1615–1868;17th century;Copper-gold alloy (shakud?), gold, copper-silver alloy (shibuichi);Copper;291.001.164;Not on view
Sword Guard (Tsuba);;;Japanese;Japan;Date: ca. 1615–1868 Accession Number: 29.100.978;/art/collection/search/34389?&ao=on&ft=Rooster&offset=200&rpp=100&pos=271;https://images.metmuseum.org/CRDImages/aa/mobile-large/29.100.978_001feb2014.jpg;aa/web-additional/29.100.978_001feb2014.jpg;aa/web-large/29.100.978_001feb2014.jpg;ca. 1615–1868;17th century;Iron, copper-silver alloy (shibuichi), gold, copper;Iron;29.100.978;Not on view
Dish;;;Spanish, Valencia;Spain;Date: early 16th century Accession Number: 29.100.141;/art/collection/search/196432?&ao=on&ft=Rooster&offset=200&rpp=100&pos=272;https://images.metmuseum.org/CRDImages/es/mobile-large/74063.jpg;es/web-additional/74063.jpg;es/web-large/74063.jpg;early 16th century;16th century;Tin-glazed and luster-painted earthenware;Tin;29.100.141;Not on view
Knife Handle (Kozuka);;;Japanese;Japan;Date: ca. 1615–1868 Accession Number: 29.100.1189;/art/collection/search/34599?&ao=on&ft=Rooster&offset=200&rpp=100&pos=273;https://images.metmuseum.org/CRDImages/aa/mobile-large/29.100.1189_001AA2015.jpg;aa/web-additional/29.100.1189_001AA2015.jpg;aa/web-large/29.100.1189_001AA2015.jpg;ca. 1615–1868;17th century;Copper-silver alloy (shibuichi), copper-gold alloy (shakud?), silver, gold;Copper;291.001.189;Not on view
Knife Handle (Kozuka);;;Japanese;Japan;Date: ca. 1615–1868 Accession Number: 29.100.1235;/art/collection/search/34644?&ao=on&ft=Rooster&offset=200&rpp=100&pos=274;https://images.metmuseum.org/CRDImages/aa/mobile-large/29.100.1235_001AA2015.jpg;aa/web-additional/29.100.1235_001AA2015.jpg;aa/web-large/29.100.1235_001AA2015.jpg;ca. 1615–1868;17th century;Silver, gold, copper, copper-gold alloy (shakud?);Silver;291.001.235;Not on view
Sword Guard (Tsuba);;;Japanese;Japan;Date: ca. 1615–1868 Accession Number: 29.100.1094;/art/collection/search/34504?&ao=on&ft=Rooster&offset=200&rpp=100&pos=275;https://images.metmuseum.org/CRDImages/aa/mobile-large/29.100.1094_001mar2014.jpg;aa/web-additional/29.100.1094_001mar2014.jpg;aa/web-large/29.100.1094_001mar2014.jpg;ca. 1615–1868;17th century;Copper;Copper;291.001.094;Not on view
Pin;William J.;William J.;American;USA;William J.Date: 1950s Accession Number: 2013.630.8;/art/collection/search/171792?&ao=on&ft=Rooster&offset=200&rpp=100&pos=276;https://images.metmuseum.org/CRDImages/ci/mobile-large/2013.630.8_F.jpg;ci/web-additional/2013.630.8_F.jpg;ci/web-large/2013.630.8_F.jpg;1950s;20th century;feathers, cotton, metal;Metal;2013.630.8;Not on view
Waistcoat;;;French;France;Date: late 18th century Accession Number: 55.217.1;/art/collection/search/90771?&ao=on&ft=Rooster&offset=200&rpp=100&pos=277;https://images.metmuseum.org/CRDImages/ci/mobile-large/55.217.1_F.jpg;ci/web-additional/55.217.1_F.jpg;ci/web-large/55.217.1_F.jpg;late 18th century;18th century;silk;Silk;55.217.1;Not on view
Spoon tray;Paul de Lamerie (British, 1688–1751, active 1712–51);Paul de Lamerie;British, London;United Kingdom;Paul de Lamerie (British, 1688–1751, active 1712–51) Date: 1732 Accession Number: 68.141.74;/art/collection/search/204890?&ao=on&ft=Rooster&offset=200&rpp=100&pos=278;https://images.metmuseum.org/CRDImages/es/mobile-large/DP-16452-019.jpg;es/web-additional/DP-16452-019.jpg;es/web-large/DP-16452-019.jpg;1732;18th century;Silver;Silver;68.141.74;Not on view
Censer;;;Japan;Japan;Date: 1680 Accession Number: 93.3.164a, b;/art/collection/search/47500?&ao=on&ft=Rooster&offset=200&rpp=100&pos=279;https://images.metmuseum.org/CRDImages/as/mobile-large/30165.jpg;as/web-additional/30165.jpg;as/web-large/30165.jpg;1680;17th century;Clay covered with a thin glaze resembling metal (Bizen ware);Clay;93.3.164a, b;Not on view
Large Dish;;;Japan;Japan;Date: 1800 Accession Number: 93.3.494;/art/collection/search/48827?&ao=on&ft=Rooster&offset=200&rpp=100&pos=280;https://images.metmuseum.org/CRDImages/as/mobile-large/30164.jpg;as/web-additional/30164.jpg;as/web-large/30164.jpg;1800;19th century;White porcelain decorated with blue under the glaze and green enamel (Arita ware);Porcelain;93.3.494;Not on view
"Dog in doghouse; cock singing at window";J. J. Grandville (French, Nancy 1803–1847 Vanves);J. J. Grandville;;;J. J. Grandville (French, Nancy 1803–1847 Vanves) Date: ca. 1842 Accession Number: 60.627.13;/art/collection/search/812726?&ao=on&ft=Rooster&offset=200&rpp=100&pos=281;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP885149.jpg;dp/web-additional/DP885149.jpg;dp/web-large/DP885149.jpg;ca. 1842;19th century;Graphite;Graphite;60.627.13;Not on view
"""When we do not want to see the dawn rise, we do not care about a neighbor like that!"" from Scenes from the Private and Public Life of Animals";J. J. Grandville (French, Nancy 1803–1847 Vanves);J. J. Grandville;;;J. J. Grandville (French, Nancy 1803–1847 Vanves) Date: ca. 1842 Accession Number: 59.500.592(16);/art/collection/search/812743?&ao=on&ft=Rooster&offset=200&rpp=100&pos=282;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP885148.jpg;dp/web-additional/DP885148.jpg;dp/web-large/DP885148.jpg;ca. 1842;19th century;Engraving;Engraving;59.500.592(16);Not on view
"Silkie Cock and Hens, from ""Le Magasin Pittoresque""";Charles Jacque (French, Paris 1813–1894 Paris);Charles Jacque;;;Charles Jacque (French, Paris 1813–1894 Paris) Date: ca. 1852 Accession Number: 34.36.509;/art/collection/search/834226?&ao=on&ft=Rooster&offset=200&rpp=100&pos=283;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP888881.jpg;dp/web-additional/DP888881.jpg;dp/web-large/DP888881.jpg;ca. 1852;19th century;Wood engraving;Wood;34.36.509;Not on view
"Coq de ferme; race commune.; from Magasin Pittoresque";Charles Jacque (French, Paris 1813–1894 Paris);Charles Jacque;;;Charles Jacque (French, Paris 1813–1894 Paris) Date: ca. 1852 Accession Number: 32.36.20;/art/collection/search/834592?&ao=on&ft=Rooster&offset=200&rpp=100&pos=284;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP888853.jpg;dp/web-additional/DP888853.jpg;dp/web-large/DP888853.jpg;ca. 1852;19th century;Wood engraving;Wood;32.36.20;Not on view
Cup;Accession Number: 79.2.519;;China;China;Accession Number: 79.2.519;/art/collection/search/47211?&ao=on&ft=Rooster&offset=200&rpp=100&pos=285;https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_519_O1_sf.jpg;as/web-additional/79_2_519_O1_sf.jpg;as/web-large/79_2_519_O1_sf.jpg;;;Porcelain painted in overglaze polychrome enamels and gilt;Porcelain;79.2.519;Not on view
Cock;;;British, Staffordshire;United Kingdom;Date: ca. 1745 Accession Number: 44.39.75;/art/collection/search/199473?&ao=on&ft=Rooster&offset=200&rpp=100&pos=286;https://images.metmuseum.org/CRDImages/es/mobile-large/132816.jpg;es/web-additional/132816.jpg;es/web-large/132816.jpg;ca. 1745;18th century;Salt-glazed agateware;Pottery;44.39.75;Not on view
Cock;Probably made at Jackfield Pottery, Shropshire, England;Jackfield Pottery, Shropshire, England;British, Shropshire;United Kingdom;Probably made at Jackfield Pottery, Shropshire, EnglandDate: 18th century Accession Number: 45.12.80;/art/collection/search/199584?&ao=on&ft=Rooster&offset=200&rpp=100&pos=287;https://images.metmuseum.org/CRDImages/es/mobile-large/DP-15679-146.jpg;es/web-additional/DP-15679-146.jpg;es/web-large/DP-15679-146.jpg;18th century;18th century;Glazed earthenware;Earthenware;45.12.80;Not on view
Cup;;;China;China;Date: late 18th–first half of the 19th century Accession Number: 79.2.925;/art/collection/search/51157?&ao=on&ft=Rooster&offset=200&rpp=100&pos=288;https://images.metmuseum.org/CRDImages/as/mobile-large/29238.jpg;as/web-additional/29238.jpg;as/web-large/29238.jpg;late 18th–first half of the 19th century;19th century;Porcelain painted in overglaze red and black enamels, and gilt;Porcelain;79.2.925;Not on view
Box;Possibly by Pierre Blanchard;Pierre Blanchard;French, Limoges;France;Possibly by Pierre BlanchardDate: 1775–81 Accession Number: 48.187.465;/art/collection/search/200424?&ao=on&ft=Rooster&offset=200&rpp=100&pos=289;https://images.metmuseum.org/CRDImages/es/mobile-large/SF48_187_465.jpg;es/web-additional/SF48_187_465.jpg;es/web-large/SF48_187_465.jpg;1775–81;18th century;Gold;Gold;48.187.465;Not on view
Teapot;Meissen Manufactory (German, 1710–present);Meissen Manufactory;German, Meissen;Germany;Meissen Manufactory (German, 1710–present) Date: 1734 Accession Number: 1974.356.801a, b;/art/collection/search/206290?&ao=on&ft=Rooster&offset=200&rpp=100&pos=290;https://images.metmuseum.org/CRDImages/es/mobile-large/ES2729.jpg;es/web-additional/ES2729.jpg;es/web-large/ES2729.jpg;1734;18th century;Hard-paste porcelain;Porcelain;1974.356.801a, b;Not on view
Scent bottle;Meissen Manufactory (German, 1710–present);Meissen Manufactory;German, Meissen;Germany;Meissen Manufactory (German, 1710–present) Date: 18th century Accession Number: 17.190.1723;/art/collection/search/194230?&ao=on&ft=Rooster&offset=200&rpp=100&pos=291;https://images.metmuseum.org/CRDImages/es/mobile-large/38991.jpg;es/web-additional/38991.jpg;es/web-large/38991.jpg;18th century;18th century;Porcelain and metal;Porcelain;171.901.723;Not on view
Saucer;Accession Number: 79.2.520;;China;China;Accession Number: 79.2.520;/art/collection/search/49843?&ao=on&ft=Rooster&offset=200&rpp=100&pos=292;https://images.metmuseum.org/CRDImages/as/mobile-large/28270.jpg;as/web-additional/28270.jpg;as/web-large/28270.jpg;;;Porcelain painted in overglaze polychrome enamels and gilt;Porcelain;79.2.520;Not on view
Cake Jar;;;Japan;Japan;Date: 1700–1780 Accession Number: 91.1.172;/art/collection/search/52399?&ao=on&ft=Rooster&offset=200&rpp=100&pos=293;https://images.metmuseum.org/CRDImages/as/mobile-large/91_1_172_O.JPG;as/web-additional/91_1_172_O.JPG;as/web-large/91_1_172_O.JPG;1700–1780;18th century;Porcelain decorated in enamels and gilding (Arita ware, Imari type);Porcelain;91.1.172;Not on view
Fox with dead cockerel;Ralph Wood the Younger (British, Burslem 1748–1795 Burslem);Ralph Wood the Younger;British, Burslem, Staffordshire;United Kingdom;Ralph Wood the Younger (British, Burslem 1748–1795 Burslem) Date: ca. 1770–80 Accession Number: 43.100.20;/art/collection/search/199331?&ao=on&ft=Rooster&offset=200&rpp=100&pos=294;https://images.metmuseum.org/CRDImages/es/mobile-large/DP-15624-089.jpg;es/web-additional/DP-15624-089.jpg;es/web-large/DP-15624-089.jpg;ca. 1770–80;18th century;Lead-glazed earthenware;Earthenware;43.100.20;Not on view
Armchair (part of a set of nine);Tapestry woven at Aubusson (Manufacture Royale, est. 1665: Manufacture, ca. 1812–present day);Aubusson;French;France;Tapestry woven at Aubusson (Manufacture Royale, est. 1665: Manufacture, ca. 1812–present day) Date: mid-18th century Accession Number: 48.187.718;/art/collection/search/239169?&ao=on&ft=Rooster&offset=200&rpp=100&pos=295;https://images.metmuseum.org/CRDImages/es/mobile-large/147958.jpg;es/web-additional/147958.jpg;es/web-large/147958.jpg;mid-18th century;18th century;"Carved and painted walnut; Aubusson tapestry upholstery";Wood;48.187.718;Not on view
Armchair (part of a set of nine);Tapestry woven at Aubusson (Manufacture Royale, est. 1665: Manufacture, ca. 1812–present day);Aubusson;French;France;Tapestry woven at Aubusson (Manufacture Royale, est. 1665: Manufacture, ca. 1812–present day) Date: mid-18th century Accession Number: 48.187.712;/art/collection/search/239163?&ao=on&ft=Rooster&offset=200&rpp=100&pos=296;https://images.metmuseum.org/CRDImages/es/mobile-large/ES6000.jpg;es/web-additional/ES6000.jpg;es/web-large/ES6000.jpg;mid-18th century;18th century;"Carved and painted walnut; Aubusson tapestry upholstery";Wood;48.187.712;Not on view
Cup and saucer;Meissen Manufactory (German, 1710–present);Meissen Manufactory;German, Meissen;Germany;Meissen Manufactory (German, 1710–present) Date: ca. 1730 Accession Number: 1974.356.387, .388;/art/collection/search/205944?&ao=on&ft=Rooster&offset=200&rpp=100&pos=297;https://images.metmuseum.org/CRDImages/es/mobile-large/205115.jpg;es/web-additional/205115.jpg;es/web-large/205115.jpg;ca. 1730;18th century;Hard-paste porcelain;Porcelain;1974.356.387, .388;Not on view
Bowl;Worcester factory (British, 1751–2008);Worcester factory;British, Worcester;United Kingdom;Worcester factory (British, 1751–2008) Date: 18th century Accession Number: 64.142.31;/art/collection/search/204037?&ao=on&ft=Rooster&offset=200&rpp=100&pos=298;https://images.metmuseum.org/CRDImages/es/mobile-large/DP-1006-008.jpg;es/web-additional/DP-1006-008.jpg;es/web-large/DP-1006-008.jpg;18th century;18th century;Soft-paste porcelain;Porcelain;64.142.31;Not on view
Hen, Cock and Chickens;Unidentified artist;Unidentified artist;China;China;Unidentified artistAccession Number: 47.18.98;/art/collection/search/51710?&ao=on&ft=Rooster&offset=200&rpp=100&pos=299;https://images.metmuseum.org/CRDImages/as/mobile-large/47_18_98_d.jpg;as/web-additional/47_18_98_d.jpg;as/web-large/47_18_98_d.jpg;;;"Handscroll; ink and color on silk";Silk;47.18.98;Not on view
The Farm-Yard with the Cock (Liber Studiorum, part IV, plate 17);Designed and etched by Joseph Mallord William Turner (British, London 1775–1851 London);Joseph Mallord William Turner;;;Designed and etched by Joseph Mallord William Turner (British, London 1775–1851 London) Date: March 29, 1809 Accession Number: 28.97.17;/art/collection/search/382921?&ao=on&ft=Rooster&offset=200&rpp=100&pos=300;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP821383.jpg;dp/web-additional/DP821383.jpg;dp/web-large/DP821383.jpg;March 29, 1809;19th century;"Etching and mezzotint; first state of three (Finberg)";Etching;28.97.17;Not on view
The Penitence of Saint Peter;;;Spanish;Spain;Date: ca. 1600 Accession Number: 2012.545.15;/art/collection/search/239255?&ao=on&ft=Rooster&offset=300&rpp=100&pos=301;https://images.metmuseum.org/CRDImages/es/mobile-large/DP-21744-001.jpg;es/web-additional/DP-21744-001.jpg;es/web-large/DP-21744-001.jpg;ca. 1600;17th century;Gilt bronze;Bronze;2012.545.15;Not on view
The Green Tree Library;Henry McCarter (American, Philadelphia, Pennsylvania 1866–1942 Norristown, Pennsylvania);Henry McCarter;;;Henry McCarter (American, Philadelphia, Pennsylvania 1866–1942 Norristown, Pennsylvania) Date: 1894 Accession Number: 57.627.10(16);/art/collection/search/339181?&ao=on&ft=Rooster&offset=300&rpp=100&pos=302;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP867291.jpg;dp/web-additional/DP867291.jpg;dp/web-large/DP867291.jpg;1894;19th century;Lithograph;Lithograph;57.627.10(16);Not on view
"Dawn: The Cock""s Crow";Charles-François Daubigny (French, Paris 1817–1878 Paris);Charles-François Daubigny;;;Charles-François Daubigny (French, Paris 1817–1878 Paris) Date: 1830–78 Accession Number: 65.594.3;/art/collection/search/336991?&ao=on&ft=Rooster&offset=300&rpp=100&pos=303;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP822255.jpg;dp/web-additional/DP822255.jpg;dp/web-large/DP822255.jpg;1830–78;19th century;"Etching; between fifth and sixth states (Delteil)";Etching;65.594.3;Not on view
[Poultry Shop, East Seventh Street, New York];Berenice Abbott (American, Springfield, Ohio 1898–1991 Monson, Maine);Berenice Abbott;;;Berenice Abbott (American, Springfield, Ohio 1898–1991 Monson, Maine) Date: 1930s Accession Number: 1988.1163.4;/art/collection/search/266052?&ao=on&ft=Rooster&offset=300&rpp=100&pos=304;https://images.metmuseum.org/CRDImages/ph/mobile-large/DP134730.jpg;ph/web-additional/DP134730.jpg;ph/web-large/DP134730.jpg;1930s;20th century;Gelatin silver print;Gelatin silver print;1988.1163.4;Not on view
A Home in the Wilderness;Currier & Ives (American, active New York, 1857–1907);Currier & Ives;;;Currier & Ives (American, active New York, 1857–1907) Date: 1870 Accession Number: 63.550.204;/art/collection/search/380484?&ao=on&ft=Rooster&offset=300&rpp=100&pos=305;https://images.metmuseum.org/CRDImages/dp/mobile-large/DT9293.jpg;dp/web-additional/DT9293.jpg;dp/web-large/DT9293.jpg;1870;19th century;Hand-colored lithograph;Lithograph;63.550.204;Not on view
The Farm-Yard with the Cock (Liber Studiorum, part IV, plate 17);Designed and etched by Joseph Mallord William Turner (British, London 1775–1851 London);Joseph Mallord William Turner;;;Designed and etched by Joseph Mallord William Turner (British, London 1775–1851 London) Date: March 29, 1809 Accession Number: 83.1.75;/art/collection/search/382983?&ao=on&ft=Rooster&offset=300&rpp=100&pos=306;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP821399.jpg;dp/web-additional/DP821399.jpg;dp/web-large/DP821399.jpg;March 29, 1809;19th century;"Etching and mezzotint; third state of three (Finberg)";Etching;83.1.75;Not on view
Louis XIII as Hercules;Abraham Bosse (French, Tours 1602/04–1676 Paris);Abraham Bosse;;;Abraham Bosse (French, Tours 1602/04–1676 Paris) Date: ca. 1635 Accession Number: 26.49.35;/art/collection/search/387575?&ao=on&ft=Rooster&offset=300&rpp=100&pos=307;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP818128.jpg;dp/web-additional/DP818128.jpg;dp/web-large/DP818128.jpg;ca. 1635;17th century;"Etching; third state of four (Join-Lambert and Préaud)";Etching;26.49.35;Not on view
Declaration of War on Spain by Louis XIII: The King as Hercules;Abraham Bosse (French, Tours 1602/04–1676 Paris);Abraham Bosse;;;Abraham Bosse (French, Tours 1602/04–1676 Paris) Date: ca. 1635 Accession Number: 51.501.2229;/art/collection/search/386984?&ao=on&ft=Rooster&offset=300&rpp=100&pos=308;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP818051.jpg;dp/web-additional/DP818051.jpg;dp/web-large/DP818051.jpg;ca. 1635;17th century;"Etching; second state of four";Etching;515.012.229;Not on view
Some of the Drolleries of the Great Exhibition;George Cruikshank (British, London 1792–1878 London);George Cruikshank;;;George Cruikshank (British, London 1792–1878 London) Date: 1851 Accession Number: 66.541.55(9);/art/collection/search/771406?&ao=on&ft=Rooster&offset=300&rpp=100&pos=309;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877851.jpg;dp/web-additional/DP877851.jpg;dp/web-large/DP877851.jpg;1851;19th century;Etching;Etching;66.541.55(9);Not on view
Lamp;;;;;Date: 5th–6th century Accession Number: 27.94.22;/art/collection/search/447990?&ao=on&ft=Rooster&offset=300&rpp=100&pos=310;https://images.metmuseum.org/CRDImages/is/mobile-large/sf27-94-22.jpg;is/web-additional/sf27-94-22.jpg;is/web-large/sf27-94-22.jpg;5th–6th century;6th century;"Earthenware; molded";Earthenware;27.94.22;Not on view
Pair of game cocks;;;British, Staffordshire;United Kingdom;Date: ca. 1745 Accession Number: 34.165.9, .10;/art/collection/search/197489?&ao=on&ft=Rooster&offset=300&rpp=100&pos=311;https://images.metmuseum.org/CRDImages/es/mobile-large/DP-1174-007.jpg;es/web-additional/DP-1174-007.jpg;es/web-large/DP-1174-007.jpg;ca. 1745;18th century;Salt-glazed stoneware;Stoneware;34.165.9, .10;Not on view
Panel;;;Mexican;Mexico;Date: 19th century Accession Number: 35.108.2;/art/collection/search/223068?&ao=on&ft=Rooster&offset=300&rpp=100&pos=312;https://images.metmuseum.org/CRDImages/ad/mobile-large/DP16472.jpg;ad/web-additional/DP16472.jpg;ad/web-large/DP16472.jpg;19th century;19th century;Drawnwork;Cloth;35.108.2;Not on view
Length of velvet with Instruments of the Passion;;;possibly Spanish;Spain;Date: 16th–17th century Accession Number: 51.36.1;/art/collection/search/227534?&ao=on&ft=Rooster&offset=300&rpp=100&pos=313;https://images.metmuseum.org/CRDImages/es/mobile-large/DP265674.jpg;es/web-additional/DP265674.jpg;es/web-large/DP265674.jpg;16th–17th century;17th century;Silk;Silk;51.36.1;Not on view
Shirt;;;India;India;Date: 20th century Accession Number: C.I.56.55.1;/art/collection/search/86222?&ao=on&ft=Rooster&offset=300&rpp=100&pos=314;https://images.metmuseum.org/CRDImages/as/mobile-large/CI56.55.1_F.jpg;as/web-additional/CI56.55.1_F.jpg;as/web-large/CI56.55.1_F.jpg;20th century;20th century;silk;Silk;C.I.56.55.1;Not on view
Netsuke of Dutchman Holding a Cock in His Arms;;;Japan;Japan;Date: late 18th century Accession Number: 10.211.1506;/art/collection/search/60409?&ao=on&ft=Rooster&offset=300&rpp=100&pos=315;https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_1506_O1_sf.jpg;as/web-additional/10_211_1506_O1_sf.jpg;as/web-large/10_211_1506_O1_sf.jpg;late 18th century;18th century;Ivory;Ivory;102.111.506;Not on view
Netsuke of Group of Animals;;;Japan;Japan;Date: 18th century Accession Number: 10.211.679;/art/collection/search/60072?&ao=on&ft=Rooster&offset=300&rpp=100&pos=316;https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_679_O1_sf.jpg;as/web-additional/10_211_679_O1_sf.jpg;as/web-large/10_211_679_O1_sf.jpg;18th century;18th century;Ivory;Ivory;10.211.679;Not on view
Netsuke of a Chicken;;;Japan;Japan;Date: late 19th century Accession Number: 10.211.773;/art/collection/search/60123?&ao=on&ft=Rooster&offset=300&rpp=100&pos=317;https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_773_O1_sf.jpg;as/web-additional/10_211_773_O1_sf.jpg;as/web-large/10_211_773_O1_sf.jpg;late 19th century;19th century;Ivory;Ivory;10.211.773;Not on view
Netsuke;;;Japan;Japan;Date: 19th century Accession Number: 10.211.1709;/art/collection/search/59046?&ao=on&ft=Rooster&offset=300&rpp=100&pos=318;https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_1709_S2_sf.jpg;as/web-additional/10_211_1709_S2_sf.jpg;as/web-large/10_211_1709_S2_sf.jpg;19th century;19th century;Wood inlaid with ivory and mother-of-pearl;Wood;102.111.709;Not on view
Cock and Hen;Kawabata Gyokush? (Japanese, 1842–1913);Kawabata Gyokush?;Japan;Japan;Kawabata Gyokush? (Japanese, 1842–1913) Date: 1887–92 Accession Number: 14.76.61.92;/art/collection/search/54752?&ao=on&ft=Rooster&offset=300&rpp=100&pos=319;https://images.metmuseum.org/CRDImages/as/mobile-large/DP211881.jpg;as/web-additional/DP211881.jpg;as/web-large/DP211881.jpg;1887–92;19th century;"Album leaf; silk";Silk;14.76.61.92;Not on view
A Cock Crows;Takeuchi Keish? (Japanese, 1861–1943);Takeuchi Keish?;Japan;Japan;Takeuchi Keish? (Japanese, 1861–1943) Date: ca. 1906 Accession Number: JP3319;/art/collection/search/55462?&ao=on&ft=Rooster&offset=300&rpp=100&pos=320;https://images.metmuseum.org/CRDImages/as/mobile-large/DP143126.jpg;as/web-additional/DP143126.jpg;as/web-large/DP143126.jpg;ca. 1906;20th century;"Woodblock print; ink and color on paper";Wood;JP3319;Not on view
Snuff bottle with stopper;;;China;China;Date: 18th–19th century Accession Number: 02.18.966a, b;/art/collection/search/41142?&ao=on&ft=Rooster&offset=300&rpp=100&pos=321;https://images.metmuseum.org/CRDImages/as/mobile-large/78354.jpg;as/web-additional/78354.jpg;as/web-large/78354.jpg;18th–19th century;19th century;Agate, glass;Glass;02.18.966a, b;Not on view
Watch stand;;;British;United Kingdom;Date: ca. 1760 Accession Number: 66.64.1;/art/collection/search/204645?&ao=on&ft=Rooster&offset=300&rpp=100&pos=322;https://images.metmuseum.org/CRDImages/es/mobile-large/DP-13122-057.jpg;es/web-additional/DP-13122-057.jpg;es/web-large/DP-13122-057.jpg;ca. 1760;18th century;Walnut;Walnut;66.64.1;Not on view
